"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048545","GO:0048545","response to steroid hormone","1/524","76/21644",0.845238347342619,0.929237189314556,0.826863600661258,"BRH1",1
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","1/524","76/21644",0.845238347342619,0.929237189314556,0.826863600661258,"BRH1",1
"GO:0009110","GO:0009110","vitamin biosynthetic process","1/524","77/21644",0.848998320728768,0.929761502050995,0.827330150130122,"CYT1",1
"GO:0019216","GO:0019216","regulation of lipid metabolic process","1/524","77/21644",0.848998320728768,0.929761502050995,0.827330150130122,"ATH1",1
"GO:0032535","GO:0032535","regulation of cellular component size","1/524","77/21644",0.848998320728768,0.929761502050995,0.827330150130122,"AFH3",1
"GO:0051235","GO:0051235","maintenance of location","1/524","77/21644",0.848998320728768,0.929761502050995,0.827330150130122,"AT-SYR1",1
"GO:0090066","GO:0090066","regulation of anatomical structure size","1/524","77/21644",0.848998320728768,0.929761502050995,0.827330150130122,"AFH3",1
"GO:0046488","GO:0046488","phosphatidylinositol metabolic process","1/524","78/21644",0.852667114716719,0.933057677309794,0.830263187436681,"ATVPS34",1
"GO:0015979","GO:0015979","photosynthesis","3/524","195/21644",0.854290953108001,0.934112733282571,0.831202008429407,"STZ/NA/ATGPT2",3
"GO:0009856","GO:0009856","pollination","5/524","301/21644",0.85668816496787,0.935289469232463,0.832249103978039,"NA/CBP1/SIP2/NA/AFH3",5
"GO:0044706","GO:0044706","multi-multicellular organism process","5/524","301/21644",0.85668816496787,0.935289469232463,0.832249103978039,"NA/CBP1/SIP2/NA/AFH3",5
"GO:0048528","GO:0048528","post-embryonic root development","2/524","141/21644",0.858872551393368,0.936951874247311,0.833728362677692,"ATPLT5/XBAT32",2
"GO:0030162","GO:0030162","regulation of proteolysis","1/524","80/21644",0.859739939082813,0.937176099877801,0.833927885484484,"ARI7",1
"GO:0015994","GO:0015994","chlorophyll metabolic process","1/524","81/21644",0.863148224740419,0.940167604794179,0.836589817825329,"ATGLK1",1
"GO:0016571","GO:0016571","histone methylation","1/524","82/21644",0.866473844099321,0.941199351845104,0.837507897828271,"OTLD1",1
"GO:0070646","GO:0070646","protein modification by small protein removal","1/524","82/21644",0.866473844099321,0.941199351845104,0.837507897828271,"OTLD1",1
"GO:0072507","GO:0072507","divalent inorganic cation homeostasis","1/524","82/21644",0.866473844099321,0.941199351845104,0.837507897828271,"ATGLR3.6",1
"GO:0006875","GO:0006875","cellular metal ion homeostasis","2/524","144/21644",0.86675420537148,0.941199351845104,0.837507897828271,"ATISU1/ATGLR3.6",2
"GO:0006325","GO:0006325","chromatin organization","6/524","358/21644",0.867809798987649,0.941623506027978,0.837885323160489,"H2A.Z/NA/h2a.w.7/H2B/h2a.w.6/OTLD1",6
"GO:0010638","GO:0010638","positive regulation of organelle organization","1/524","83/21644",0.869718798449194,0.942826444621858,0.838955734621145,"AFH3",1
"GO:0061024","GO:0061024","membrane organization","4/524","256/21644",0.870250115198283,0.942826444621858,0.838955734621145,"AT-SYR1/ATSYP122/ALA2/MAG5",4
"GO:0006644","GO:0006644","phospholipid metabolic process","3/524","203/21644",0.872317431863451,0.943515433328468,0.839568817792281,"PLDGAMMA3/ATVPS34/ATLPP1",3
"GO:0009926","GO:0009926","auxin polar transport","1/524","84/21644",0.872885040720546,0.943515433328468,0.839568817792281,"CYP711A1",1
"GO:0070592","GO:0070592","cell wall polysaccharide biosynthetic process","1/524","84/21644",0.872885040720546,0.943515433328468,0.839568817792281,"RWA1",1
"GO:0065002","GO:0065002","intracellular protein transmembrane transport","1/524","85/21644",0.875974476651086,0.946132615513301,0.841897666346581,"MGE1",1
"GO:2000241","GO:2000241","regulation of reproductive process","6/524","364/21644",0.87760172934465,0.946787974043104,0.842480824360389,"LSU4/ATBZIP10/ASU1/ATGLK1/NA/AGAL2",6
"GO:0006281","GO:0006281","DNA repair","5/524","313/21644",0.878375125176221,0.946787974043104,0.842480824360389,"MMZ4/ATPCNA2/NA/ATXPB1/ATDSS1(I)",5
"GO:0055086","GO:0055086","nucleobase-containing small molecule metabolic process","6/524","366/21644",0.880727745503304,0.946787974043104,0.842480824360389,"AtUGP1/CYT1/UGP3/RSW10/CARB/PUR4",6
"GO:0051093","GO:0051093","negative regulation of developmental process","2/524","150/21644",0.881318601206886,0.946787974043104,0.842480824360389,"ATGLK1/SAMBA",2
"GO:0044038","GO:0044038","cell wall macromolecule biosynthetic process","1/524","87/21644",0.881930323278852,0.946787974043104,0.842480824360389,"RWA1",1
"GO:0051604","GO:0051604","protein maturation","1/524","87/21644",0.881930323278852,0.946787974043104,0.842480824360389,"NA",1
"GO:0070589","GO:0070589","cellular component macromolecule biosynthetic process","1/524","87/21644",0.881930323278852,0.946787974043104,0.842480824360389,"RWA1",1
"GO:0071806","GO:0071806","protein transmembrane transport","1/524","87/21644",0.881930323278852,0.946787974043104,0.842480824360389,"MGE1",1
"GO:0006260","GO:0006260","DNA replication","2/524","151/21644",0.883598191389117,0.947859878035599,0.843434637235067,"ATPCNA2/KAK",2
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","1/524","88/21644",0.884800319595681,0.948430925471222,0.84394277266507,"ATDSS1(I)",1
"GO:0080147","GO:0080147","root hair cell development","1/524","89/21644",0.887600682953069,0.950072843841013,0.845403801722935,"AtPRPL1",1
"GO:0019953","GO:0019953","sexual reproduction","3/524","211/21644",0.888344947207275,0.950072843841013,0.845403801722935,"UNE2/NA/SAMBA",3
"GO:0044703","GO:0044703","multi-organism reproductive process","3/524","211/21644",0.888344947207275,0.950072843841013,0.845403801722935,"UNE2/NA/SAMBA",3
"GO:0006766","GO:0006766","vitamin metabolic process","1/524","90/21644",0.890333099660682,0.950762948053941,0.846017877505625,"CYT1",1
"GO:0009630","GO:0009630","gravitropism","1/524","90/21644",0.890333099660682,0.950762948053941,0.846017877505625,"SGR6",1
"GO:0009108","GO:0009108","coenzyme biosynthetic process","2/524","155/21644",0.8923173770547,0.951457403173831,0.84663582485807,"ATDFD/CYT1",2
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","1/524","91/21644",0.892999215266964,0.951457403173831,0.84663582485807,"PUR4",1
"GO:0043900","GO:0043900","regulation of multi-organism process","1/524","91/21644",0.892999215266964,0.951457403173831,0.84663582485807,"NA",1
"GO:0000725","GO:0000725","recombinational repair","1/524","92/21644",0.895600635542569,0.953511654081412,0.848463759987697,"ATDSS1(I)",1
"GO:0006399","GO:0006399","tRNA metabolic process","2/524","159/21644",0.900427044845868,0.955975800572389,0.850656432712719,"NA/pde194",2
"GO:0090627","GO:0090627","plant epidermal cell differentiation","2/524","159/21644",0.900427044845868,0.955975800572389,0.850656432712719,"LRX1/AtPRPL1",2
"GO:0009640","GO:0009640","photomorphogenesis","1/524","94/21644",0.900615620030768,0.955975800572389,0.850656432712719,"ATH1",1
"GO:0055072","GO:0055072","iron ion homeostasis","1/524","94/21644",0.900615620030768,0.955975800572389,0.850656432712719,"ATISU1",1
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","1/524","95/21644",0.903032205418419,0.956740625162989,0.851336996967067,"ATCPK32",1
"GO:0060918","GO:0060918","auxin transport","1/524","95/21644",0.903032205418419,0.956740625162989,0.851336996967067,"CYP711A1",1
"GO:0016054","GO:0016054","organic acid catabolic process","2/524","161/21644",0.904265106010938,0.956740625162989,0.851336996967067,"CYP79B3/NA",2
"GO:0046395","GO:0046395","carboxylic acid catabolic process","2/524","161/21644",0.904265106010938,0.956740625162989,0.851336996967067,"CYP79B3/NA",2
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","1/524","96/21644",0.905390139631642,0.956740625162989,0.851336996967067,"PUR4",1
"GO:0018209","GO:0018209","peptidyl-serine modification","1/524","96/21644",0.905390139631642,0.956740625162989,0.851336996967067,"ATCPK32",1
"GO:0009165","GO:0009165","nucleotide biosynthetic process","2/524","162/21644",0.906131944901845,0.956810465310225,0.851399142860793,"CARB/PUR4",2
"GO:0008033","GO:0008033","tRNA processing","1/524","97/21644",0.907690843494322,0.957029213989545,0.851593792109341,"pde194",1
"GO:0009914","GO:0009914","hormone transport","1/524","97/21644",0.907690843494322,0.957029213989545,0.851593792109341,"CYP711A1",1
"GO:0006310","GO:0006310","DNA recombination","2/524","164/21644",0.909764024343196,0.957257768291938,0.851797166700453,"NA/ATDSS1(I)",2
"GO:0009629","GO:0009629","response to gravity","1/524","98/21644",0.909935703475246,0.957257768291938,0.851797166700453,"SGR6",1
"GO:0010256","GO:0010256","endomembrane system organization","1/524","98/21644",0.909935703475246,0.957257768291938,0.851797166700453,"MAG5",1
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","2/524","165/21644",0.911530359037292,0.958223450925617,0.852656460569405,"CARB/PUR4",2
"GO:0022603","GO:0022603","regulation of anatomical structure morphogenesis","2/524","170/21644",0.919886268456464,0.964538267936945,0.858275577401518,"CYP711A1/BRH1",2
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","1/524","103/21644",0.920368569515512,0.964538267936945,0.858275577401518,"MAG5",1
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","1/524","103/21644",0.920368569515512,0.964538267936945,0.858275577401518,"PUR4",1
"GO:0031399","GO:0031399","regulation of protein modification process","3/524","232/21644",0.922188374130951,0.964538267936945,0.858275577401518,"ANK1/OTLD1/NA",3
"GO:0006479","GO:0006479","protein methylation","1/524","104/21644",0.922305660160045,0.964538267936945,0.858275577401518,"OTLD1",1
"GO:0008213","GO:0008213","protein alkylation","1/524","104/21644",0.922305660160045,0.964538267936945,0.858275577401518,"OTLD1",1
"GO:0045017","GO:0045017","glycerolipid biosynthetic process","1/524","104/21644",0.922305660160045,0.964538267936945,0.858275577401518,"ATVPS34",1
"GO:0009787","GO:0009787","regulation of abscisic acid-activated signaling pathway","1/524","107/21644",0.927839263840855,0.968180101399153,0.861516191922976,"ATEXO70B1",1
"GO:1901419","GO:1901419","regulation of response to alcohol","1/524","107/21644",0.927839263840855,0.968180101399153,0.861516191922976,"ATEXO70B1",1
"GO:1905957","GO:1905957","regulation of cellular response to alcohol","1/524","107/21644",0.927839263840855,0.968180101399153,0.861516191922976,"ATEXO70B1",1
"GO:0006457","GO:0006457","protein folding","2/524","176/21644",0.928933872052316,0.968531316574753,0.861828713901263,"MGE1/NA",2
"GO:0006974","GO:0006974","cellular response to DNA damage stimulus","5/524","351/21644",0.929543827136362,0.968531316574753,0.861828713901263,"MMZ4/ATPCNA2/NA/ATXPB1/ATDSS1(I)",5
"GO:0048764","GO:0048764","trichoblast maturation","1/524","109/21644",0.93130800065112,0.968943518678902,0.862195503909192,"AtPRPL1",1
"GO:0048765","GO:0048765","root hair cell differentiation","1/524","109/21644",0.93130800065112,0.968943518678902,0.862195503909192,"AtPRPL1",1
"GO:0048469","GO:0048469","cell maturation","1/524","110/21644",0.932979447489235,0.969969822059293,0.863108739968015,"AtPRPL1",1
"GO:0033044","GO:0033044","regulation of chromosome organization","1/524","114/21644",0.939269010076306,0.975792309807813,0.868289767201867,"OTLD1",1
"GO:0048581","GO:0048581","negative regulation of post-embryonic development","1/524","115/21644",0.940747088976446,0.976543732264163,0.86895840582828,"ATGLK1",1
"GO:0032259","GO:0032259","methylation","3/524","248/21644",0.94137160631397,0.976543732264163,0.86895840582828,"H2A.Z/OTLD1/DIM1A",3
"GO:0043086","GO:0043086","negative regulation of catalytic activity","1/524","116/21644",0.94218926118028,0.976676423009719,0.869076478101869,"NA",1
"GO:0000041","GO:0000041","transition metal ion transport","1/524","118/21644",0.944969347016754,0.977411683985189,0.869730735749532,"ABCG36",1
"GO:0006869","GO:0006869","lipid transport","1/524","118/21644",0.944969347016754,0.977411683985189,0.869730735749532,"ALA2",1
"GO:0008654","GO:0008654","phospholipid biosynthetic process","1/524","118/21644",0.944969347016754,0.977411683985189,0.869730735749532,"ATVPS34",1
"GO:0010564","GO:0010564","regulation of cell cycle process","1/524","121/21644",0.948891267510604,0.98007899607526,0.872104191422901,"ATMYB3R-1",1
"GO:0006259","GO:0006259","DNA metabolic process","7/524","482/21644",0.948932417810157,0.98007899607526,0.872104191422901,"ATBT2/H2A.Z/MMZ4/ATPCNA2/NA/ATXPB1/ATDSS1(I)",7
"GO:0006650","GO:0006650","glycerophospholipid metabolic process","1/524","125/21644",0.953689942471302,0.983900692702887,0.875504853676298,"ATVPS34",1
"GO:0006366","GO:0006366","transcription by RNA polymerase II","6/524","435/21644",0.954022352458378,0.983900692702887,0.875504853676298,"ATBZIP60/AT-HSFA4A/NA/ATH1/AT-HSFB2A/ATXPB1",6
"GO:0009259","GO:0009259","ribonucleotide metabolic process","2/524","199/21644",0.955429596002821,0.984634867496357,0.876158144806081,"CARB/PUR4",2
"GO:0048580","GO:0048580","regulation of post-embryonic development","5/524","383/21644",0.956723369814846,0.985251121205688,0.876706506157604,"LSU4/ATBZIP10/ASU1/ATGLK1/AGAL2",5
"GO:0019220","GO:0019220","regulation of phosphate metabolic process","2/524","202/21644",0.958093121316383,0.985944665540696,0.877323643065874,"ANK1/NA",2
"GO:0051174","GO:0051174","regulation of phosphorus metabolic process","2/524","203/21644",0.958946610763675,0.986106318693801,0.877467486973298,"ANK1/NA",2
"GO:0051128","GO:0051128","regulation of cellular component organization","5/524","389/21644",0.960602554863616,0.987092320527489,0.878344861486325,"NA/ARL2/ATGRP-5/OTLD1/AFH3",5
"GO:0019693","GO:0019693","ribose phosphate metabolic process","2/524","208/21644",0.962970219148887,0.988236585257417,0.879363063152786,"CARB/PUR4",2
"GO:0006302","GO:0006302","double-strand break repair","1/524","135/21644",0.963809833503173,0.988236585257417,0.879363063152786,"ATDSS1(I)",1
"GO:0043085","GO:0043085","positive regulation of catalytic activity","1/524","135/21644",0.963809833503173,0.988236585257417,0.879363063152786,"ATBT2",1
"GO:0009639","GO:0009639","response to red or far red light","2/524","212/21644",0.9659139519931,0.989425318315141,0.880420834093982,"ATH1/APRR9",2
"GO:0006357","GO:0006357","regulation of transcription by RNA polymerase II","5/524","399/21644",0.966366677422204,0.989425318315141,0.880420834093982,"ATBZIP60/AT-HSFA4A/NA/ATH1/AT-HSFB2A",5
"GO:0055076","GO:0055076","transition metal ion homeostasis","1/524","140/21644",0.968008890044305,0.990390598484636,0.881279769838024,"ATISU1",1
"GO:0022402","GO:0022402","cell cycle process","6/524","465/21644",0.970598259033854,0.992032783409961,0.882741036085134,"KEU/ASU1/ATCSLB03/ATMYB3R-1/KAK/SAMBA",6
"GO:0010876","GO:0010876","lipid localization","1/524","144/21644",0.971015139693648,0.992032783409961,0.882741036085134,"ALA2",1
"GO:0051338","GO:0051338","regulation of transferase activity","1/524","146/21644",0.972410798198808,0.992742386625459,0.883372462675197,"ATBT2",1
"GO:0001932","GO:0001932","regulation of protein phosphorylation","1/524","150/21644",0.97500409141125,0.993339471437712,0.883903766957286,"NA",1
"GO:0009553","GO:0009553","embryo sac development","1/524","150/21644",0.97500409141125,0.993339471437712,0.883903766957286,"ATBT2",1
"GO:0055065","GO:0055065","metal ion homeostasis","2/524","230/21644",0.976596096022077,0.993339471437712,0.883903766957286,"ATISU1/ATGLR3.6",2
"GO:0044093","GO:0044093","positive regulation of molecular function","1/524","153/21644",0.976788085043378,0.993339471437712,0.883903766957286,"ATBT2",1
"GO:0009100","GO:0009100","glycoprotein metabolic process","1/524","155/21644",0.977906231062267,0.993339471437712,0.883903766957286,"NA",1
"GO:0018205","GO:0018205","peptidyl-lysine modification","1/524","155/21644",0.977906231062267,0.993339471437712,0.883903766957286,"OTLD1",1
"GO:1903046","GO:1903046","meiotic cell cycle process","1/524","155/21644",0.977906231062267,0.993339471437712,0.883903766957286,"SAMBA",1
"GO:0090407","GO:0090407","organophosphate biosynthetic process","3/524","304/21644",0.979182842388123,0.993516166969801,0.88406099603245,"ATVPS34/CARB/PUR4",3
"GO:0042325","GO:0042325","regulation of phosphorylation","1/524","158/21644",0.979483452747064,0.993516166969801,0.88406099603245,"NA",1
"GO:0046486","GO:0046486","glycerolipid metabolic process","1/524","160/21644",0.980471986798251,0.99380696729157,0.884319759030635,"ATVPS34",1
"GO:0065009","GO:0065009","regulation of molecular function","4/524","375/21644",0.981681597624791,0.99417041122577,0.884643162531405,"ATBT2/NA/FLS2/AtTCP21",4
"GO:0000226","GO:0000226","microtubule cytoskeleton organization","1/524","164/21644",0.982308707381778,0.99417041122577,0.884643162531405,"TUB8",1
